img it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr
nirp_rembrandt_skipm_2006_1_7 1783 219111 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_som_hm_a35 16864 200148 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_twcms_b8401 14946 229433 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_twcms_g1995 6627 229439 0 0 0 0 0 0 0 0 0 0
nirp_rembrandt_va_pc_2007bn5350 16533 209959 0 0 0 0 0 0 0 0 0 0
nirp_ribera_1075 0 82858 146128 0 0 0 0 0 0 0 0 0
nirp_ribera_1_194 0 141694 47594 224 0 0 0 0 0 0 0 0
nirp_ribera_1941_18_81 102845 127392 0 0 0 0 0 0 0 0 0 0
nirp_ribera_1974_695 0 59462 65407 427 0 23354 0 0 0 0 0 0
nirp_ribera_1974_696 32933 68365 39476 7303 0 1074 0 0 0 0 0 0
nirp_ribera_2293 0 188017 43172 0 0 0 0 0 0 0 0 0
nirp_ribera_291 99225 32767 0 0 0 0 0 0 26560 10060 0 0
nirp_ribera_44807i 0 174132 29420 0 0 0 0 0 0 0 0 0
nirp_ribera_45059i 64111 113018 12608 0 0 0 0 0 0 0 0 0
nirp_ribera_45_1912 0 0 0 0 0 0 0 0 38781 101118 11230 17866
nirp_ribera_540 0 18889 0 0 0 0 57500 88404 0 0 0 0
nirp_ribera_ag003931 145500 98007 0 0 0 0 0 0 0 0 0 0
nirp_ribera_blkmg_p613 202 67042 56658 54024 0 0 0 0 0 0 0 0
nirp_ribera_b-m-21 26959 37484 0 0 0 0 0 99169 0 0 0 0
nirp_ribera_b-m-38 814 176396 24679 0 0 0 0 0 0 0 0 0
nirp_ribera_b-m-41 49037 49001 0 0 0 0 9183 21742 0 0 0 0
nirp_ribera_b-m-68 163066 1041 0 0 0 0 0 0 16718 0 0 0
nirp_ribera_cp_tr_196 9665 0 0 0 0 0 0 0 21909 97611 23648 0
nirp_ribera_f6125 0 0 0 0 0 13259 171755 22782 0 0 0 0
nirp_ribera_gla_hag_43794 58468 184715 0 0 0 0 0 0 0 0 0 0
nirp_ribera_hhtp_2001_1_22 130148 114250 0 0 0 0 0 0 0 0 0 0
nirp_ribera_hhtp_2001_1_7 120389 108779 0 0 0 0 0 0 0 0 0 0
nirp_ribera_pc_141 11201 137268 7409 0 0 0 0 0 15202 0 0 0
nirp_ribera_som_hm_a42 11928 48705 0 0 0 0 0 0 54718 9866 0 6366
nirp_ribera_twcms_c191 13413 232136 0 0 0 0 0 0 0 0 0 0
nirp_ribera_wm_1580_1948 45817 164203 0 0 0 0 0 0 0 0 0 0
nirp_ribera_wm_1619_1948 78149 0 0 0 0 0 0 2557 79299 0 0 0
nirp_ribera_wm_1627_1948 116240 82873 0 0 0 0 0 3587 0 0 0 0
nirp_ricci_03_187 114824 94805 0 0 0 0 0 0 0 0 0 6704
nirp_ricci_03_188 136532 66727 0 0 0 0 0 0 0 0 0 4804
nirp_ricci_03_201 0 135924 99521 0 0 0 0 0 0 0 0 0
nirp_ricci_03-214 75877 147483 0 0 0 0 0 0 0 0 0 0
nirp_ricci_1956_94 26877 169882 0 0 0 0 0 0 0 0 0 0
nirp_ricci_2000_149_2 0 15561 70974 906 0 0 0 0 0 0 2051 23942
nirp_ricci_2232 0 107652 51097 0 0 0 944 0 0 0 0 0
nirp_ricci_88003009b 107748 114507 0 0 0 0 0 0 0 0 0 0
nirp_ricci_88003010 111127 113521 0 0 0 0 0 0 0 0 0 0
nirp_ricci_88003020 79814 153109 0 0 0 0 0 0 0 0 0 0
nirp_ricci_a1_373 33463 0 11670 3549 0 3759 69266 0 0 0 0 0
nirp_ricci_b-m-58 136802 93820 0 0 0 0 0 0 0 0 0 0
nirp_ricci_brm_bifa_58_4 0 149244 30691 0 0 0 0 0 0 0 0 0
nirp_ricci_fa000076 31084 58479 10099 0 0 0 3957 14203 0 0 0 0
nirp_ricci_hhtp_2001_1_24 145602 20054 0 0 0 0 0 0 0 0 0 0
nirp_ricci_hhtp_2001_1_27 96929 65784 0 0 0 0 0 22424 0 0 0 0
nirp_ricci_p643 0 217220 6100 0 0 0 0 0 0 0 0 0
nirp_ricci_p645 21208 142906 57708 0 0 0 0 0 0 0 0 0
nirp_ricci_scag_12_1967 0 0 65335 35035 19821 2358 0 0 0 0 0 0
nirp_ricci_truri_1923_100 0 105988 94540 1431 0 0 0 0 0 0 0 0
nirp_ricci_twcms_c153 0 50587 155435 1829 0 0 0 0 0 0 0 0
nirp_ricci_twcms_c163 2846 190559 15348 0 0 0 0 0 0 0 0 0
nirp_ricci_va_pc_2007bn4485 0 3909 183083 15684 0 0 0 0 0 0 0 0
nirp_ricci_va_pc_2007bn5748 0 9520 126180 6796 0 0 0 0 0 0 0 0
nirp_ricci_va_pc_2007bp3937 0 8396 146583 28703 0 0 0 0 0 0 0 0
nirp_rosa_1367 119420 7884 0 0 0 0 23650 5335 0 0 0 0
nirp_rosa_1956_92 134289 115063 0 0 0 0 0 0 0 0 0 0
nirp_rosa_1956_93 84849 160836 0 0 0 0 0 0 0 0 0 0
nirp_rosa_1992_261 0 0 52855 114305 2789 0 0 0 0 0 0 0
nirp_rosa_1999q18 12871 224242 0 0 0 0 0 0 0 0 0 0
nirp_rosa_2241 0 84704 98925 0 0 0 0 0 0 0 0 0
nirp_rosa_2969 0 0 170361 14550 0 0 0 0 0 0 0 0
nirp_rosa_2987 0 110752 128032 0 0 0 0 0 0 0 0 0
nirp_rosa_batvg_p_1923_15 0 60974 61538 2205 0 0 0 20593 0 0 0 0
nirp_rosa_batvg_p_1939_76 0 111158 77993 0 0 0 0 0 0 0 0 0
nirp_rosa_b-m-111 0 0 63015 80023 20223 0 0 0 0 0 0 0
nirp_rosa_b-m-150 0 79606 57952 8608 0 1485 0 0 0 0 0 0
nirp_rosa_b-m-745 1515 79374 61582 0 0 0 11150 0 0 0 0 0
nirp_rosa_eu_712 23771 203841 0 0 0 0 0 0 0 0 0 0
nirp_rosa_eu_732 2954 130393 18165 0 0 0 0 21799 0 0 0 0
nirp_rosa_fa000895 0 100125 114115 0 0 0 0 0 0 0 0 0
nirp_rosa_gla_hag_44383 11173 208271 0 0 0 0 0 0 0 0 0 0
nirp_rosa_l_f18_1935_0_0 24141 219279 0 0 0 0 0 0 0 0 0 0
nirp_rosa_mnemg_00_1865_96 0 0 0 0 0 13024 106687 42779 0 0 0 0
nirp_rosa_mnemg_bentlif_45_1897_57 0 0 17696 34681 31614 42493 5100 0 0 0 0 0
nirp_rosa_op_0050 0 95242 78304 0 0 0 0 0 0 0 0 0
nirp_rosa_som_hm_a149 0 0 0 0 0 0 0 0 176957 0 0 0
nirp_rosa_som_hm_a286 38397 202258 0 0 0 0 0 0 0 0 0 0
nirp_rosa_souag_b62 0 0 0 114005 77878 0 0 0 0 0 0 0
nirp_rosa_stopm_kx_17 6264 230240 0 0 0 0 0 0 0 0 0 0
nirp_rosa_stopm_kx_8 25473 220600 0 0 0 0 0 0 0 0 0 0
nirp_rosa_twcms_b9997 0 216146 5723 0 0 0 0 0 0 0 0 0
nirp_rosa_twcms_f9411 126166 120560 0 0 0 0 0 0 0 0 0 0
nirp_rosa_va_pc_2006bh7754 0 67408 88462 5836 0 0 0 0 0 0 0 0
nirp_rosa_watmc_2004_564 0 0 19711 80112 69587 0 0 0 0 0 0 0
nirp_rosa_wm_1591_1948 42759 139178 0 0 0 0 0 19223 0 0 0 0
nirp_rousseau_1122 0 0 0 4819 199375 0 0 0 0 0 0 0
nirp_rousseau_1124 0 53727 180900 0 0 0 0 0 0 0 0 0
nirp_rousseau_3062 0 34307 75552 0 8455 11804 0 0 0 0 0 0
nirp_rousseau_30 0 0 66298 3572 0 0 34872 23006 0 0 0 0
nirp_rousseau_71 15180 1009 0 24064 73257 21729 0 0 0 0 0 0
nirp_rousseau_ag003933 0 47534 67476 7903 10853 36162 0 0 0 0 0 0
nirp_rousseau_brm_bifa_60_12 0 198174 920 0 0 0 0 0 0 0 0 0
nirp_rousseau_nwhcm_1949_134_f 0 13996 52372 26482 12763 18211 0 0 0 0 0 0
nirp_rousseau_va_pc_2006ag3567 0 173172 11398 0 0 0 0 0 0 0 0 0
nirp_rousseau_va_pc_2006ag3569 0 66711 91956 18905 0 0 0 0 0 0 0 0
nirp_rousseau_va_pc_2006bb4973 0 8206 117436 51889 11712 0 0 0 0 0 0 0
nirp_rousseau_va_pc_2007bl4049 0 0 30988 64642 40074 10409 0 0 0 0 0 0
nirp_rubens_07_3506 0 246277 0 0 0 0 0 0 0 0 0 0
nirp_rubens_10_1032 17041 174048 0 0 0 0 0 0 0 0 0 0
nirp_rubens_1910-55 10430 178203 31360 0 0 0 0 0 0 0 0 0
nirp_rubens_1941_18_94 0 72867 110987 0 0 0 0 0 0 0 0 0
nirp_rubens_1952_3_38 0 223265 6976 0 0 0 0 0 0 0 0 0
nirp_rubens_1967_114_3 90758 42118 0 0 0 0 0 21067 0 0 0 0
nirp_rubens_1967_195 0 197084 2304 0 0 0 0 0 0 0 0 0
nirp_rubens_1974_637 810 54133 13584 0 0 69981 353 0 0 0 0 0
nirp_rubens_1974_638 3591 85482 40417 0 0 411 5979 0 0 0 0 0
nirp_rubens_1998_126 1256 153980 61101 0 0 0 0 0 0 0 0 0
nirp_rubens_4200 9057 44160 21743 0 0 0 0 3258 27775 0 0 0
nirp_rubens_45519i 0 68384 62118 0 14856 552 0 0 0 0 0 0
nirp_rubens_609 0 44187 77213 0 0 0 0 3432 19395 0 0 0
nirp_rubens_74_59 22658 222354 0 0 0 0 0 0 0 0 0 0
nirp_rubens_a1946 0 235167 0 0 0 0 0 0 0 0 0 0
nirp_rubens_aybcm_2007_58_5 101986 128081 0 0 0 0 0 0 0 0 0 0
nirp_rubens_batvg_p_1940_8 22541 213002 0 0 0 0 0 0 0 0 0 0
nirp_rubens_bikgm_793 19968 49753 0 0 0 0 39003 9124 0 0 0 0
nirp_rubens_b-m-481 0 103495 52915 4108 0 0 0 0 0 0 0 0
nirp_rubens_b-m-634 66462 43604 0 0 0 0 0 0 5308 0 0 3114
nirp_rubens_b-m-831 51648 38979 0 0 0 0 0 33840 0 0 0 0
nirp_rubens_bolmg_1891_5 27419 104640 31580 0 0 0 0 0 0 0 0 0
nirp_rubens_brm_bifa_40_11 20057 216065 0 0 0 0 0 0 0 0 0 0
nirp_rubens_brm_bifa_50_1 0 0 0 0 0 0 4834 128153 33338 0 0 0
nirp_rubens_brm_bifa_99_1 0 199796 29685 0 0 0 0 0 0 0 0 0
nirp_rubens_cancm_11942 30607 55066 50882 3012 0 0 0 0 0 0 0 0
nirp_rubens_cp_tr_259 68942 2151 0 0 0 0 0 0 36485 7419 0 26389
nirp_rubens_cp_tr_260 31299 0 0 0 0 0 0 0 141912 2986 0 0
nirp_rubens_fa000005 14615 91728 61373 7736 0 0 0 0 0 0 0 0
nirp_rubens_gla_hag_43808 71801 174950 0 0 0 0 0 0 0 0 0 0
nirp_rubens_hasmg_953_15 0 0 0 0 0 0 0 159107 0 0 0 0
nirp_rubens_mnemg_00_1873_55 1502 28085 0 0 0 43985 66923 0 0 0 0 0
nirp_rubens_mnemg_00_1883_98 0 0 0 0 3112 59465 103065 0 0 0 0 0
nirp_rubens_mnemg_00_1883_99 0 0 0 0 3583 122851 25521 0 0 0 0 0
nirp_rubens_mnemg_10_1944_115 19402 16829 0 0 0 47210 53083 0 0 0 0 0
nirp_rubens_o-77 15155 16409 0 0 0 1660 25318 89886 0 0 0 0
nirp_rubens_op_0049 0 43604 147577 0 0 0 0 0 0 0 0 0
nirp_rubens_op158 0 215654 9055 0 0 0 0 0 0 0 0 0
nirp_rubens_op276 21500 205633 0 0 0 0 0 0 0 0 0 0
nirp_rubens_plymm_014 65308 5982 0 0 0 0 0 0 33570 6701 4813 21638
nirp_rubens_po_225 12532 54144 5027 0 0 0 0 47478 1036 0 0 0
nirp_rubens_po_276 1854 16418 64302 74310 2531 0 0 0 0 0 0 0
nirp_rubens_po_5 6723 18086 14818 0 0 0 18513 53696 0 0 0 0
nirp_rubens_som_hm_a256 18835 155972 17537 0 0 0 0 0 0 0 0 0
nirp_rubens_truri_1923_52 0 37831 175828 0 0 0 0 0 0 0 0 0
nirp_rubens_twcms_b9984 20790 172548 4096 0 0 0 0 0 0 0 0 0
nirp_rubens_twcms_c161 958 230292 0 0 0 0 0 0 0 0 0 0
nirp_rubens_twcms_g1191 84490 137577 0 0 0 0 0 0 0 0 0 0
nirp_rubens_twcms_g3894 1051 239200 0 0 0 0 0 0 0 0 0 0
nirp_rubens_va_pc_2006bh7526 0 79446 63555 50895 0 0 0 0 0 0 0 0
nirp_rubens_va_pc_2006bh7530 0 158121 3842 0 0 0 1138 21113 0 0 0 0
nirp_rubens_va_pc_2006bh7543 0 90993 76448 0 0 0 0 0 0 0 0 0
nirp_rubens_va_pc_2006bh7765 0 45614 41456 30790 23539 11029 0 0 0 0 0 0
nirp_rubens_va_pc_2007bp0891 56794 184755 0 0 0 0 0 0 0 0 0 0
nirp_rubens_wisfm_1938_25_1 8255 182929 25969 0 0 0 0 0 0 0 0 0
nirp_rubens_wm_1570-1948 39854 188813 0 0 0 0 0 0 0 0 0 0
nirp_rubens_wm_1586_1948 77112 37657 0 0 0 0 0 20970 6665 0 0 0
nirp_rubens_wm_1597_1948 64749 126264 0 0 0 0 0 0 0 0 0 0
nirp_rubens_wm_1608_1948 0 185180 33839 0 0 0 0 0 0 0 0 0
nirp_rubens_wm_1626_1948 97862 109081 0 0 0 0 0 0 0 0 0 0
nirp_rubens_x158 53330 24772 0 0 0 0 0 0 48073 52664 0 0
nirp_teniers_1313 0 128839 35899 0 0 0 0 0 0 0 0 0
nirp_teniers_13 0 153884 19927 0 0 0 0 0 0 0 0 0
nirp_teniers_1904-109 0 182764 13758 0 0 0 0 0 0 0 0 0
nirp_teniers_1904-110 440 222238 0 0 0 0 0 0 0 0 0 0
nirp_teniers_1925p81 0 219225 10400 0 0 0 0 0 0 0 0 0
nirp_teniers_1974_777 0 3980 93521 55644 9091 0 0 0 0 0 0 0
nirp_teniers_259 0 149675 47218 0 0 0 0 0 0 0 0 0
nirp_teniers_44623i 0 164349 14275 0 0 3376 0 0 0 0 0 0
nirp_teniers_44639i 0 103967 86273 0 0 0 0 0 0 0 0 0
nirp_teniers_44715i 5550 236407 0 0 0 0 0 0 0 0 0 0
nirp_teniers_44733i 0 173674 20866 0 0 0 0 0 0 0 0 0
nirp_teniers_44987i 15413 182117 12649 0 0 0 0 0 0 0 0 0
nirp_teniers_45071i 0 176318 24359 0 0 0 0 0 0 0 0 0
nirp_teniers_45082i 0 190407 8438 0 0 0 0 0 0 0 0 0
nirp_teniers_47474i 0 243091 0 0 0 0 0 0 0 0 0 0
nirp_teniers_90009800 6536 208703 192 0 0 0 0 0 0 0 0 0
nirp_teniers_a1949 55252 133387 17297 0 0 0 0 0 0 0 0 0
nirp_teniers_a1950 0 230483 0 0 0 0 0 0 0 0 0 0
nirp_teniers_a1951 145826 86834 0 0 0 0 0 0 0 0 0 0
nirp_teniers_ag003549 0 0 902 22037 24756 0 0 0 1146 29636 0 0
nirp_teniers_aybcm_artt_19_1 70199 13342 0 0 0 0 0 0 7824 14930 10941 27416
nirp_teniers_aybcm_artt_19_2 95911 31788 0 0 0 0 0 0 0 12899 1505 16108
nirp_teniers_bikgm_51 8595 34662 1615 0 0 0 0 57415 3525 0 0 0
nirp_teniers_b-m-105 0 67978 5273 0 0 0 51452 22274 0 0 0 0
nirp_teniers_b-m-120 0 16800 126403 20525 0 0 0 0 0 0 0 0
nirp_teniers_b-m-189 45279 179607 0 0 0 0 0 0 0 0 0 0
nirp_teniers_b-m-197 722 198958 8499 0 0 0 0 0 0 0 0 0
nirp_teniers_b-m-834 138679 0 0 0 0 0 0 0 0 0 0 23197
nirp_teniers_brm_bifa_47_1 0 162758 15685 0 0 0 0 0 0 0 0 0
nirp_teniers_deavm_58 0 1913 111632 30311 0 0 0 0 0 0 0 0
nirp_teniers_eu_739 15449 163444 0 0 0 0 0 8156 0 0 0 0
nirp_teniers_eu_740 21323 85061 16307 0 0 0 0 23867 0 0 0 0
nirp_teniers_fa000517 0 7584 50067 10910 6517 19248 16638 0 0 0 0 0
nirp_teniers_fa000518 0 13600 28002 14911 6505 5075 0 25841 0 0 0 0
nirp_teniers_fa000519 0 26830 76470 6692 0 0 0 14408 0 0 0 0
nirp_teniers_fa000520 0 529 45261 9762 0 0 0 52822 0 0 0 0
nirp_teniers_fa000521 0 48686 108310 6326 0 0 0 0 0 0 0 0
nirp_teniers_fao_146 18515 174878 28621 0 0 0 0 0 0 0 0 0
nirp_teniers_klmus_180_1989 10058 39013 0 0 0 0 84237 7913 0 0 0 0
nirp_teniers_klmus_2579_1985 0 32969 0 0 0 77532 46953 0 0 0 0 0
nirp_teniers_leamg_a381_1953 96128 112266 0 0 0 0 0 0 0 0 0 0
nirp_teniers_leamg_a390_1953 6291 235084 0 0 0 0 0 0 0 0 0 0
nirp_teniers_mnemg_00_1855_42 0 0 11175 0 0 1005 12227 109247 0 0 0 0
nirp_teniers_mnemg_00_1855_43 0 0 3064 0 0 5763 7296 115436 0 0 0 0
nirp_teniers_mnemg_00_1855_70 0 41019 5713 0 0 22347 77988 0 0 0 0 0
nirp_teniers_ncm_1904_111 0 0 0 129444 70247 0 0 0 0 0 0 0
nirp_teniers_ncm_1904_112 0 2010 91724 67848 11380 0 0 0 0 0 0 0
nirp_teniers_nt1984_013 0 58078 83173 17868 0 0 0 0 0 0 0 0
nirp_teniers_ntsb35 30289 143694 0 0 0 0 0 0 0 0 0 0
nirp_teniers_ntsb37 6827 158436 6717 0 0 0 0 0 0 0 0 0
nirp_teniers_pd1989_1 12505 85206 109363 0 0 0 0 0 0 0 0 0
nirp_teniers_rocdg_1364 0 0 156561 30935 0 0 0 0 0 0 0 0
nirp_teniers_scag_1408 0 6798 54880 20996 15161 30534 0 0 0 0 0 0
nirp_teniers_som_hm_a186 79592 57413 0 0 0 0 0 0 10751 8062 0 0
nirp_teniers_som_hm_a51 24190 46042 0 0 0 0 0 0 76488 0 0 1390
nirp_teniers_som_hm_a52 0 177205 52248 0 0 0 0 0 0 0 0 0
nirp_teniers_som_hm_a53 0 195385 25145 0 0 0 0 0 0 0 0 0
nirp_teniers_som_hm_a61 15506 161751 38132 0 0 0 0 0 0 0 0 0
nirp_teniers_twcms_b4235 0 0 0 28329 92393 44313 0 0 0 0 0 0
nirp_teniers_twcms_b6243 62151 181534 0 0 0 0 0 0 0 0 0 0
nirp_teniers_twcms_c7362 0 0 0 0 0 24291 30352 59110 0 0 0 0
nirp_teniers_twcms_g443 18317 226421 0 0 0 0 0 0 0 0 0 0
nirp_teniers_va_pc_2006bf8096 0 74286 54623 18490 0 0 0 0 0 0 0 0
nirp_teniers_va_pc_2006bh7405 0 77493 62752 11324 18771 0 0 0 0 0 0 0
nirp_teniers_va_pc_2006bh7409 0 66275 52573 14700 0 0 1177 0 0 0 0 0
nirp_teniers_va_pc_2007bp1108 0 0 0 0 20224 31596 83555 0 0 0 0 0
nirp_teniers_wm_1499_1948 0 159682 118 0 0 0 0 2292 0 0 0 0
nirp_teniers_wm_1579_1948 33970 163030 0 0 0 0 0 7661 0 0 0 0
nirp_teniers_wm_1581_1948 56861 76539 0 0 0 0 0 31896 0 0 0 0
nirp_teniers_wm_1583_1948 41521 146697 0 0 0 0 0 8098 0 0 0 0
nirp_teniers_wm_1589_1948 17319 156288 0 0 0 0 0 18428 0 0 0 0
nirp_teniers_wm_1595_1948 45867 81041 0 0 0 0 0 0 11630 0 0 2373
nirp_teniers_wm_1602_1948 48253 15345 0 0 0 0 0 21548 50619 0 0 4933
nirp_teniers_wm_1609_1948 59916 150793 0 0 0 0 0 0 0 0 0 0
nirp_teniers_wm_1611_1948 5046 212076 0 0 0 0 0 0 0 0 0 0
nirp_teniers_wm_1613_1948 12845 117455 11830 0 0 0 0 37137 0 0 0 0
nirp_titian_03_1199 31904 89626 0 0 0 0 0 0 13349 0 0 0
nirp_titian_03_472 71777 139608 0 0 0 0 0 0 0 0 0 0
nirp_titian_1910-58 23160 201926 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070010 212956 32729 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070011 246968 0 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070012 17488 215088 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070014 174948 28869 0 0 0 0 0 0 0 0 0 2256
nirp_titian_88070015 87947 124450 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070016 141882 103389 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070017 189469 24599 0 0 0 0 0 0 0 0 0 0
nirp_titian_88070018 100225 109837 0 0 0 0 0 0 0 0 0 0
nirp_titian_batvg_p_1900_43 19606 219873 0 0 0 0 0 0 0 0 0 0
nirp_titian_b-m-211 0 85270 129098 0 0 0 0 0 0 0 0 0
nirp_titian_b-m-570 58936 80205 35806 0 0 510 0 0 0 0 0 0
nirp_titian_cancm_4036 21693 10410 86965 0 0 11439 0 0 0 0 0 3680
nirp_titian_eu_741 34286 186146 0 0 0 0 0 0 0 0 0 0
nirp_titian_gla_hag_43830 2719 19963 80112 75427 0 0 0 0 0 0 0 0
nirp_titian_gr_243 0 0 0 0 14362 72519 49819 7920 0 0 0 0
nirp_titian_hhtp_2001_1_12 243186 5168 0 0 0 0 0 0 0 0 0 0
nirp_titian_mnemg_pcf_kt_mm_30_006 24893 19285 0 0 0 0 6066 71938 0 0 0 0
nirp_titian_ncm_1907_127 77785 125241 13092 0 0 0 0 0 0 0 0 0
nirp_titian_ncm_1910_60 0 179265 58700 0 0 0 0 0 0 0 0 0
nirp_titian_plymm_059 14814 225874 0 0 0 0 0 0 0 0 0 0
nirp_titian_sbc_1976_0148 110185 130269 0 0 0 0 0 0 0 0 0 0
nirp_titian_som_hm_a250 3087 0 0 0 0 0 0 0 141097 21946 0 0
nirp_titian_som_hm_a257 0 5706 0 0 0 0 0 19742 131706 0 0 0
nirp_titian_souag_b124 108723 115275 0 0 0 0 0 0 0 0 0 0
nirp_titian_truri_1000_63 4933 90795 54932 17642 2558 0 0 0 0 0 0 0
nirp_titian_twcms_c159 0 191676 40916 0 0 0 0 0 0 0 0 0
nirp_titian_twcms_g530 20318 157237 29556 0 0 0 0 0 0 0 0 0
nirp_titian_va_pc_2007bn5752 0 0 41913 107103 28227 0 0 0 0 0 0 0
nirp_titian_wm_1582_1948 88214 89430 0 0 0 0 0 0 0 0 0 7501
nirp_titian_wm_1620_1948 21827 44443 0 0 0 0 0 0 84322 0 0 0
nirp_titian_x275 10171 0 0 0 0 0 0 0 37685 90040 15143 6815
nirp_velazquez_03_1097 38022 199189 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_03_630 0 22135 0 0 0 0 34408 105976 0 0 0 0
nirp_velazquez_03_822 139584 83504 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_198 85055 64326 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_b-m-25 0 197298 29744 0 0 0 0 0 0 0 0 0
nirp_velazquez_brm_bifa_b_1_56 0 192247 48209 0 0 0 0 0 0 0 0 0
nirp_velazquez_op_0069 0 35475 87551 36633 3302 0 0 0 0 0 0 0
nirp_velazquez_pc_10 0 0 21015 33183 10518 9037 7839 35200 0 0 0 0
nirp_velazquez_pc_67 0 19892 95445 0 0 0 0 0 30047 0 0 0
nirp_velazquez_pc_71 0 0 10565 16150 22354 74844 0 0 0 0 0 0
nirp_velazquez_pc_88 0 45974 79811 0 0 0 0 0 37695 0 0 0
nirp_velazquez_plymm_081 0 205021 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_som_hm_a58 33055 156116 22805 0 0 0 0 0 0 0 0 0
nirp_velazquez_stopm_kx_13 0 0 15154 42485 52549 6830 2799 0 0 0 0 0
nirp_velazquez_stopm_kx_14 3795 239902 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_stopm_kx_15 13225 231279 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_va_pc_2006bh7859 0 73209 57912 10110 11402 0 0 0 0 0 0 0
nirp_velazquez_va_pc_2007bp0855 0 241439 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_wm_1548_1948 94265 121701 0 0 0 0 0 0 0 0 0 0
nirp_velazquez_wm_1549_1948 0 149379 24390 0 0 0 0 0 0 0 0 0
nirp_velazquez_wm_1590_1948 120867 63613 0 0 0 0 0 0 0 0 0 32246
nirp_velazquez_wm_1593_1948 26893 88737 0 0 0 0 0 0 36936 0 0 0
nirp_velazquez_wm_1596_1948 40364 77859 0 0 0 0 0 15631 36455 0 0 0
nirp_velazquez_wm_1600_1948 27293 72258 0 0 0 0 0 0 18506 2728 13773 7205
nirp_veronese_brm_bifa_53_5 4396 179759 4923 0 0 0 0 0 0 0 0 0
nirp_veronese_deavm_2 0 15943 80770 31529 0 2823 0 0 0 0 0 0
nirp_veronese_eu_745 41042 105379 0 0 0 0 0 35613 0 0 0 0
nirp_veronese_fa000070 53405 47950 3507 0 0 0 0 21985 0 0 0 0
nirp_veronese_fa000079 0 20940 26819 38588 30594 11223 0 0 0 0 0 0
nirp_veronese_fa000207 43039 110251 0 0 0 0 13819 0 0 0 0 0
nirp_veronese_gla_hag_43837 55382 167858 0 0 0 0 0 0 0 0 0 0
nirp_veronese_gr_247 167726 55143 0 0 0 0 0 0 0 0 0 0
nirp_veronese_hhtp_2001_1_13 0 1746 35612 8413 2174 0 4005 69399 0 0 0 0
nirp_veronese_hhtp_2001_2_71 52413 21048 1638 8148 24564 28176 0 0 0 0 0 0
nirp_veronese_mnemg_00_1873_77 2846 5134 0 0 0 32908 43436 17251 0 0 0 0
nirp_veronese_mnemg_00_1873_78 0 4227 21122 0 0 11004 37673 24359 0 0 0 0
nirp_veronese_plymm_060 33079 196617 0 0 0 0 0 0 0 0 0 0
nirp_veronese_som_hm_a17 3761 9803 28540 0 0 0 0 0 48542 2460 0 0
nirp_veronese_va_pc_2006bh7649 0 41942 67847 0 1825 1696 12551 0 0 0 0 0
nirp_veronese_va_pc_2007bp0709 54938 167219 0 0 0 0 0 0 0 0 0 0
nirp_veronese_va_pc_2007bp1190 0 4475 47965 111042 0 0 0 0 0 0 0 0
nirp_wouwerman_1_232 0 66632 141063 0 0 0 0 0 0 0 0 0
nirp_wouwerman_1899_1_7 30002 196802 0 0 0 0 0 0 0 0 0 0
nirp_wouwerman_39 0 33472 142508 0 0 0 0 0 0 0 0 0
nirp_wouwerman_626 0 54078 0 0 0 0 0 0 108672 0 0 0
nirp_wouwerman_a286 76170 93105 0 0 0 0 0 0 0 0 0 0
nirp_wouwerman_batvg_p_1948_21 6845 182918 35553 0 0 0 0 0 0 0 0 0
nirp_wouwerman_b-m-219 44419 18913 0 0 0 0 0 53373 43193 0 0 0
nirp_wouwerman_fa000245 1162 57665 90230 0 0 0 0 0 0 0 0 0
nirp_wouwerman_gla_hag_43842 11280 223544 0 0 0 0 0 0 0 0 0 0
nirp_wouwerman_gla_hag_43843 0 211617 0 0 0 0 0 0 0 0 0 0
nirp_wouwerman_harag_107 0 142339 65990 0 0 0 0 0 0 0 0 0
nirp_wouwerman_harag_759 0 38066 176866 0 0 0 0 0 0 0 0 0
nirp_wouwerman_leamg_a385_1953 92863 72404 0 0 0 0 0 0 0 0 0 17801
nirp_wouwerman_nwhcm_1956_10_f 0 0 25803 31136 37873 42853 19648 0 0 0 0 0
nirp_wouwerman_nwhcm_1969_182_f 0 155543 70833 0 0 0 0 0 0 0 0 0
nirp_wouwerman_nwhcm_1991_1_37_f 0 0 0 11409 128606 30235 0 0 0 0 0 0
